-0.49,1.55,-1.63,-216.99,367.44,-317.70
-0.90,-1.98,-1.87,-204.29,170.96,-265.88
-1.01,-1.98,-1.87,-214.42,-27.53,-171.76
-1.09,-1.98,-1.87,-206.00,-166.39,-93.57
-1.00,-1.98,-1.70,-153.81,-160.71,-39.12
-0.77,0.62,0.32,9.28,5.92,1.28
-0.84,0.62,0.31,17.33,-4.27,-3.91
-0.90,0.61,0.29,20.63,-10.25,-3.42
-0.93,0.62,0.28,17.94,-10.74,1.16
-0.91,0.63,0.29,11.47,-8.42,5.25
